slug,tool_name,category,index_status,intent_match_score,exact_keyword_intent_satisfied,missing_user_expectations,tool_options_match_intent,semantic_coverage_score,primary_keyword_coverage,secondary_keyword_coverage,related_entity_topic_coverage,over_optimization_risk,thin_repetitive_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_link_strength,missing_supporting_pages_or_blog_content,category_page_improvement_needs,ux_score,tool_clarity,options_clarity,output_usefulness,copy_button_usefulness,mobile_readability_risk,friction_points,content_quality_score,intro_usefulness,faq_usefulness,disclaimer_quality_where_needed,uniqueness_vs_similar_tools,human_tone,adsense_safe_language,overall_score,issue_level,main_issue,recommended_fix,priority
wolf-name-generator,Wolf Name Generator,Gaming & Fantasy Generators,low,9.7,yes,add targeted FAQ support,yes,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.6,minor,add targeted FAQ support,add targeted FAQ support.,low
demon-name-generator,Demon Name Generator,Gaming & Fantasy Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.1,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
elf-name-generator,Elf Name Generator,Gaming & Fantasy Generators,low,9.7,yes,add targeted FAQ support,yes,8.5,strong,strong,strong,low,medium,9,strong,strong,strong,none obvious,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.6,minor,add targeted FAQ support,add targeted FAQ support.,low
podcast-name-generator,Podcast Name Generator,Creative & Story Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
youtube-name-generator,YouTube Channel Name Generator,Creative & Story Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
instagram-caption-generator,Instagram Caption Generator,Bio & Caption Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.8,strong,strong,strong,low,minor,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.1,strong,basic,not required,distinct enough for current cluster,clear and utility-focused,safe,8.9,minor,add targeted FAQ support,add targeted FAQ support.,low
nickname-generator,Nickname Generator,Name Generators,low,9.7,yes,add targeted FAQ support,yes,7.9,strong,strong,strong,medium,medium,9,strong,strong,strong,none obvious,minor category copy/internal linking polish only,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,7.5,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.6,minor,add targeted FAQ support,add targeted FAQ support.,low
hashtag-generator,Hashtag Generator,Social Media & Tag Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,9.2,strong,strong,strong,low,minor,9,strong,strong,strong,none obvious,minor category copy/internal linking polish only,8.3,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7.4,adequate,basic,not required,distinct enough for current cluster,clear and utility-focused,safe,8.4,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
etsy-tag-generator,Etsy Tag Generator,SEO & Marketing Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.6,minor,add targeted FAQ support,add targeted FAQ support.,low
writing-prompt-generator,Writing Prompt Generator,AI Text & Writing Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
text-to-binary-generator,Text to Binary Converter,Developer & Web Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
morse-code-generator,Morse Code Generator,Developer & Web Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
star-wars-name-generator,Star Wars Name Generator,Gaming & Fantasy Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7.6,strong,thin,adequate,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8.3,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
anime-name-generator,Anime Name Generator,Creative & Story Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
fake-name-generator,Fake Name Generator,Utility Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support; add clearer safety/disclaimer note,partial,8.8,strong,strong,strong,low,minor,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7,strong,basic,needs stronger disclaimer,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8.2,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support; add clearer safety/disclaimer note.,low
qr-code-text-generator,QR Code Text Generator,Utility Generators,noindex,9.7,yes,add targeted FAQ support; add clearer safety/disclaimer note,yes,8.1,strong,strong,strong,low,medium,8.5,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,minor visual-output review recommended,low,5.6,strong,thin,needs stronger disclaimer,distinct enough for current cluster,clear and utility-focused,safe,8.2,minor,add targeted FAQ support,add targeted FAQ support; add clearer safety/disclaimer note.,low
dnd-name-generator,D&D Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,9.2,strong,strong,strong,low,minor,9,strong,strong,strong,none obvious,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,7.4,adequate,basic,not required,distinct enough for current cluster,clear and utility-focused,safe,8.4,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
