slug,tool_name,category,current_status,should_upgrade_to_premium,safe_to_upgrade,premium_upgrade_type,required_safe_framing,recommended_index_status,pass_number,reason
dj-name-generator,DJ Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
dmca-policy-generator,DMCA Policy Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",informational template only; not legal advice; encourage professional review; avoid jurisdiction-specific claims,noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
dog-name-generator,Dog Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
estimate-generator,Estimate Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
fake-text-generator,Fake Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","fictional/creative use only; no impersonation, fraud, evasion, or identity misuse",noindex,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
farm-name-generator,Farm Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
favicon-generator,Favicon Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
food-truck-name-generator,Food Truck Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
funny-name-generator,Funny Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
gnome-name-generator,Gnome Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
hotel-name-generator,Hotel Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
html-code-generator,HTML Code Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
invisible-text-generator,Invisible Text Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
letterhead-generator,Letterhead Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
logo-generator,Logo Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
mermaid-name-generator,Mermaid Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
meta-description-generator,Meta Description Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
monster-name-generator,Monster Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,25,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
mood-board-generator,Mood Board Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
pen-name-generator,Pen Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
pet-name-generator,Pet Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
pixel-text-generator,Pixel Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
playlist-name-generator,Playlist Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
proposal-generator,Proposal Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current.
purchase-order-generator,Purchase Order Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
qr-code-generator,QR Code Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,noindex,,Already classified premium after Pass 18; keep in regression QA.
quotation-generator,Quotation Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
ransom-note-text-generator,Ransom Note Text Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,noindex,26,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
retro-text-generator,Retro Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
return-policy-generator,Return Policy Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",informational template only; not legal advice; encourage professional review; avoid jurisdiction-specific claims,noindex,28,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
robot-name-generator,Robot Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
salon-name-generator,Salon Name Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
service-agreement-generator,Service Agreement Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,29,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
ship-name-generator,Ship Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
shopify-product-description-generator,Shopify Product Description Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,29,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as premium_done; Pass 18 status is treated as current. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
short-code-generator,Short Code Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
sigil-generator,Sigil Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,26,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
sitemap-generator,Sitemap Generator,Other,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,low,,Already classified premium after Pass 18; keep in regression QA.
sith-name-generator,Sith Name Generator,Other,noindex_or_low_priority,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,noindex,26,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as hold_sensitive; Pass 18 status is treated as current.
spaceship-name-generator,Spaceship Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
sports-team-name-generator,Sports Team Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
tattoo-name-generator,Tattoo Name Generator,Other,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
token-generator,Token Generator,Other,hold_sensitive,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions","safe-use disclaimer; constrain output away from harm, deception, impersonation, regulated advice, and platform abuse",noindex,29,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Sensitive or platform-adjacent intent should be premiumized with safe framing and conservative indexing.
typewriter-text-generator,Typewriter Text Generator,Other,good_enough,yes,yes,"intent-specific premium generator with relevant controls, structured outputs, examples, validation, and copy actions",none required beyond normal quality controls,low,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as noindex_or_low_priority; Pass 18 status is treated as current.
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
iupac-name-generator,IUPAC Name Generator,Utility Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,23,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
victorian-name-generator,Victorian Name Generator,Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,low,22,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
racehorse-name-generator,Racehorse Name Generator,Name Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
emo-name-generator,Emo Name Generator,Creative & Story Generators,good_enough,yes,yes,"intent-specific naming suite with themed batches, filters, meanings, shortlist cards, and copy actions",none required beyond normal quality controls,medium,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
poster-generator,Poster Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
flyer-generator,Flyer Generator,Business Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,high,,Already classified premium after Pass 18; keep in regression QA.
fantasy-map-generator,Fantasy Map Generator,Gaming & Fantasy Generators,premium_done,no,yes,already premium; regression QA only,none required beyond normal quality controls,medium,,Already classified premium after Pass 18; keep in regression QA.
papyrus-generator,Papyrus Generator,Font & Text Style Generators,noindex_or_low_priority,yes,yes,"intent-specific text transformation suite with style groups, live preview, variants, and copy blocks",none required beyond normal quality controls,high,24,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output. Earlier remaining audit marked this as good_enough; Pass 18 status is treated as current.
serif-generator,Serif Generator,Font & Text Style Generators,good_enough,yes,yes,"intent-specific text transformation suite with style groups, live preview, variants, and copy blocks",none required beyond normal quality controls,high,21,Strategic update requires every retained non-premium tool to receive premium UX and intent-specific output.
