slug,tool_name,category,index_status,human_tone_score,natural_or_template_like,repetitive_phrasing_risk,robotic_ai_like_wording_risk,recommended_rewrite_if_needed,intent_match_score,exact_user_intent_solved,options_output_aligned_with_keyword,missing_user_expectations,semantic_coverage_score,primary_keyword_natural_usage,secondary_intent_coverage,related_terms_entities_use_cases,over_optimization_risk,thin_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_linking_usefulness,missing_supporting_pages_blog_category_content,usefulness_score,intro_clarity,options_clarity,output_usefulness,copy_button_usefulness,explanation_disclaimer_quality,mobile_readability_concern,overall_content_score,helpful_content_risk,scaled_content_risk,doorway_thin_content_risk,duplicate_template_risk,unsafe_claim_risk,adsense_adx_risk,main_issue,recommended_fix,priority
demon-name-generator,Demon Name Generator,Gaming & Fantasy Generators,noindex,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
elf-name-generator,Elf Name Generator,Gaming & Fantasy Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.9,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.8,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
podcast-name-generator,Podcast Name Generator,Creative & Story Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
youtube-name-generator,YouTube Channel Name Generator,Creative & Story Generators,noindex,8.1,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.9,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
instagram-caption-generator,Instagram Caption Generator,Bio & Caption Generators,noindex,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.9,strong,strong,strong,low,minor,8.6,strong,strong,strong,minor supporting content opportunity only,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.9,medium,low,low,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
nickname-generator,Nickname Generator,Name Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8,review,strong,strong,medium,medium,8.9,strong,strong,strong,minor supporting content opportunity only,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.8,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
hashtag-generator,Hashtag Generator,Social Media & Tag Generators,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,9.2,strong,strong,strong,low,minor,8.9,strong,strong,strong,minor supporting content opportunity only,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.5,low,low,low,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",low
etsy-tag-generator,Etsy Tag Generator,SEO & Marketing Generators,noindex,8.1,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.9,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
writing-prompt-generator,Writing Prompt Generator,AI Text & Writing Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
text-to-binary-generator,Text to Binary Converter,Developer & Web Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
morse-code-generator,Morse Code Generator,Developer & Web Generators,index,7.6,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Safety, limitation, or disclaimer language should be stronger.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7.8,adequate,clear,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,minor visual/code preview review recommended after UI changes,8.4,medium,low,medium,low,medium,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
star-wars-name-generator,Star Wars Name Generator,Gaming & Fantasy Generators,noindex,8.5,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.8,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.7,medium,low,medium,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
anime-name-generator,Anime Name Generator,Creative & Story Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
fake-name-generator,Fake Name Generator,Utility Generators,noindex,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.9,strong,strong,strong,low,minor,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.5,medium,low,low,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
qr-code-text-generator,QR Code Text Generator,Utility Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Safety, limitation, or disclaimer language should be stronger.",8.2,strong,strong,strong,low,medium,8.3,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7.9,strong,clear,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,minor visual/code preview review recommended after UI changes,8.3,medium,low,medium,low,medium,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
dnd-name-generator,D&D Name Generator,Gaming & Fantasy Generators,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,9.2,strong,strong,strong,low,minor,8.9,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.5,low,low,low,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",low
orc-name-generator,Orc Name Generator,Gaming & Fantasy Generators,index,7.6,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
witch-name-generator,Witch Name Generator,Gaming & Fantasy Generators,index,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.2,adequate,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
alien-name-generator,Alien Name Generator,Gaming & Fantasy Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
vampire-name-generator,Vampire Name Generator,Gaming & Fantasy Generators,index,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,Options are minimal for the expected intent. FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.3,medium,low,medium,low,low,low,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
