scope,check,status,details
"es/generador-de-segundo-nombre","language switch same tool","PASS","en:https://taptogen.com/tools/middle-name-generator/ es:https://taptogen.com/es/tools/generador-de-segundo-nombre/ fr:https://taptogen.com/fr/tools/generateur-de-deuxieme-prenom/ de:https://taptogen.com/de/tools/zweiter-vorname-generator/ pt:https://taptogen.com/pt/tools/gerador-de-segundo-nome/ it:https://taptogen.com/it/tools/generatore-di-secondo-nome/ pl:https://taptogen.com/pl/tools/generator-drugiego-imienia/ x-default:https://taptogen.com/tools/middle-name-generator/"
"es/generador-de-segundo-nombre","no localhost/vercel host","PASS",""
"es/generador-de-segundo-nombre","title/description/h1 present","PASS","Generador de segúndo nombre gratis | Encuentra ideas de segúndo nombre para combinaciones personales, personajes o listas creativas. | Generador de segúndo nombre"
"es/generador-de-slogans","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/generador-de-slogans","self canonical","PASS","https://taptogen.com/es/tools/generador-de-slogans/"
"es/generador-de-slogans","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/generador-de-slogans","language switch same tool","PASS","en:https://taptogen.com/tools/slogan-generator/ es:https://taptogen.com/es/tools/generador-de-slogans/ fr:https://taptogen.com/fr/tools/generateur-de-slogan/ de:https://taptogen.com/de/tools/slogan-generator/ pt:https://taptogen.com/pt/tools/gerador-de-slogans/ it:https://taptogen.com/it/tools/generatore-di-slogan/ pl:https://taptogen.com/pl/tools/generator-sloganow/ x-default:https://taptogen.com/tools/slogan-generator/"
"es/generador-de-slogans","no localhost/vercel host","PASS",""
"es/generador-de-slogans","title/description/h1 present","PASS","Generador de slogans gratis | Crea slogans para marcas, campañas, productos o proyectos con tono claro y editable. | Generador de slogans"
"es/generador-de-titulos-seo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/generador-de-titulos-seo","self canonical","PASS","https://taptogen.com/es/tools/generador-de-titulos-seo/"
"es/generador-de-titulos-seo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/generador-de-titulos-seo","language switch same tool","PASS","en:https://taptogen.com/tools/seo-title-generator/ es:https://taptogen.com/es/tools/generador-de-titulos-seo/ fr:https://taptogen.com/fr/tools/generateur-de-titre-seo/ de:https://taptogen.com/de/tools/seo-titel-generator/ pt:https://taptogen.com/pt/tools/gerador-de-titulos-seo/ it:https://taptogen.com/it/tools/generatore-di-titoli-seo/ pl:https://taptogen.com/pl/tools/generator-tytulow-seo/ x-default:https://taptogen.com/tools/seo-title-generator/"
"es/generador-de-titulos-seo","no localhost/vercel host","PASS",""
"es/generador-de-titulos-seo","title/description/h1 present","PASS","Generador de títulos SEO gratis | Crea ideas de títulos SEO para páginas, artículos, guías y fichas de producto. | Generador de títulos SEO"
"es/ideas-para-escribir","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/ideas-para-escribir","self canonical","PASS","https://taptogen.com/es/tools/ideas-para-escribir/"
"es/ideas-para-escribir","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/ideas-para-escribir","language switch same tool","PASS","en:https://taptogen.com/tools/writing-prompt-generator/ es:https://taptogen.com/es/tools/ideas-para-escribir/ fr:https://taptogen.com/fr/tools/generateur-didees-decriture/ de:https://taptogen.com/de/tools/schreibimpulse-generator/ pt:https://taptogen.com/pt/tools/ideias-para-escrever/ it:https://taptogen.com/it/tools/idee-per-scrivere/ pl:https://taptogen.com/pl/tools/pomysly-do-pisania/ x-default:https://taptogen.com/tools/writing-prompt-generator/"
"es/ideas-para-escribir","no localhost/vercel host","PASS",""
"es/ideas-para-escribir","title/description/h1 present","PASS","Ideas para escribir gratis | Encuentra prompts e ideas para cuentos, escenas, diarios o ejercicios creativos. | Generador de ideas para escribir"
"es/invertir-texto","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/invertir-texto","self canonical","PASS","https://taptogen.com/es/tools/invertir-texto/"
"es/invertir-texto","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/invertir-texto","language switch same tool","PASS","en:https://taptogen.com/tools/reverse-text-generator/ es:https://taptogen.com/es/tools/invertir-texto/ fr:https://taptogen.com/fr/tools/inverser-texte/ de:https://taptogen.com/de/tools/text-umdrehen/ pt:https://taptogen.com/pt/tools/inverter-texto/ it:https://taptogen.com/it/tools/invertire-testo/ pl:https://taptogen.com/pl/tools/odwracanie-tekstu/ x-default:https://taptogen.com/tools/reverse-text-generator/"
"es/invertir-texto","no localhost/vercel host","PASS",""
"es/invertir-texto","title/description/h1 present","PASS","Invertir texto online gratis | Invierte letras o texto completo para juegos, formatos creativos o pruebas rápidas. | Invertir texto"
"es/letras-bonitas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/letras-bonitas","self canonical","PASS","https://taptogen.com/es/tools/letras-bonitas/"
"es/letras-bonitas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/letras-bonitas","language switch same tool","PASS","en:https://taptogen.com/tools/fancy-text-generator/ es:https://taptogen.com/es/tools/letras-bonitas/ fr:https://taptogen.com/fr/tools/generateur-de-texte-stylise/ de:https://taptogen.com/de/tools/schriftgenerator/ pt:https://taptogen.com/pt/tools/letras-bonitas/ it:https://taptogen.com/it/tools/testo-elegante/ pl:https://taptogen.com/pl/tools/generator-ladnego-tekstu/ x-default:https://taptogen.com/tools/fancy-text-generator/"
"es/letras-bonitas","no localhost/vercel host","PASS",""
"es/letras-bonitas","title/description/h1 present","PASS","Letras bonitas para copiar | Convierte texto en estilos decorativos para perfiles, mensajes y publicaciónes. | Generador de letras bonitas"
"es/letras-cursivas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/letras-cursivas","self canonical","PASS","https://taptogen.com/es/tools/letras-cursivas/"
"es/letras-cursivas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/letras-cursivas","language switch same tool","PASS","en:https://taptogen.com/tools/cursive-text-generator/ es:https://taptogen.com/es/tools/letras-cursivas/ fr:https://taptogen.com/fr/tools/texte-cursif/ de:https://taptogen.com/de/tools/kursivschrift-generator/ pt:https://taptogen.com/pt/tools/letras-cursivas/ it:https://taptogen.com/it/tools/testo-corsivo-decorativo/ pl:https://taptogen.com/pl/tools/tekst-kursywa-ozdobna/ x-default:https://taptogen.com/tools/cursive-text-generator/"
"es/letras-cursivas","no localhost/vercel host","PASS",""
"es/letras-cursivas","title/description/h1 present","PASS","Letras cursivas para copiar | Convierte texto en estilos cursivos decorativos para copiar en perfiles y mensajes. | Generador de letras cursivas"
"es/letras-pequenas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/letras-pequenas","self canonical","PASS","https://taptogen.com/es/tools/letras-pequenas/"
"es/letras-pequenas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/letras-pequenas","language switch same tool","PASS","en:https://taptogen.com/tools/small-text-generator/ es:https://taptogen.com/es/tools/letras-pequenas/ fr:https://taptogen.com/fr/tools/petit-texte/ de:https://taptogen.com/de/tools/kleiner-text-generator/ pt:https://taptogen.com/pt/tools/letras-pequenas/ it:https://taptogen.com/it/tools/testo-piccolo/ pl:https://taptogen.com/pl/tools/maly-tekst/ x-default:https://taptogen.com/tools/small-text-generator/"
"es/letras-pequenas","no localhost/vercel host","PASS",""
"es/letras-pequenas","title/description/h1 present","PASS","Letras pequeñas para copiar | Convierte texto en caracteres pequeños decorativos para copiar y pegar. | Generador de letras pequeñas"
"es/nombres-de-bebe","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/nombres-de-bebe","self canonical","PASS","https://taptogen.com/es/tools/nombres-de-bebe/"
"es/nombres-de-bebe","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/nombres-de-bebe","language switch same tool","PASS","en:https://taptogen.com/tools/baby-name-generator/ es:https://taptogen.com/es/tools/nombres-de-bebe/ fr:https://taptogen.com/fr/tools/generateur-de-prenoms/ de:https://taptogen.com/de/tools/babynamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-bebe/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-bambini/ pl:https://taptogen.com/pl/tools/generator-imion-dla-dzieci/ x-default:https://taptogen.com/tools/baby-name-generator/"
"es/nombres-de-bebe","no localhost/vercel host","PASS",""
"es/nombres-de-bebe","title/description/h1 present","PASS","Nombres de bebé e ideas gratis | Explora ideas de nombres de bebé con un enfoque inspiracional, no médico ni legal. | Generador de nombres de bebé"
"es/nombres-para-blog","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/nombres-para-blog","self canonical","PASS","https://taptogen.com/es/tools/nombres-para-blog/"
"es/nombres-para-blog","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/nombres-para-blog","language switch same tool","PASS","en:https://taptogen.com/tools/blog-name-generator/ es:https://taptogen.com/es/tools/nombres-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-blog/ de:https://taptogen.com/de/tools/blognamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-blog/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-blog/ pl:https://taptogen.com/pl/tools/generator-nazw-bloga/ x-default:https://taptogen.com/tools/blog-name-generator/"
"es/nombres-para-blog","no localhost/vercel host","PASS",""
"es/nombres-para-blog","title/description/h1 present","PASS","Nombres para blog gratis | Encuentra ideas de nombres para blogs personales, nichos, newsletters o proyectos de contenido. | Generador de nombres para blog"
"es/nombres-para-podcast","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/nombres-para-podcast","self canonical","PASS","https://taptogen.com/es/tools/nombres-para-podcast/"
"es/nombres-para-podcast","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/nombres-para-podcast","language switch same tool","PASS","en:https://taptogen.com/tools/podcast-name-generator/ es:https://taptogen.com/es/tools/nombres-para-podcast/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-podcast/ de:https://taptogen.com/de/tools/podcastnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-podcast/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-podcast/ pl:https://taptogen.com/pl/tools/generator-nazw-podcastow/ x-default:https://taptogen.com/tools/podcast-name-generator/"
"es/nombres-para-podcast","no localhost/vercel host","PASS",""
"es/nombres-para-podcast","title/description/h1 present","PASS","Nombres para podcast gratis | Crea ideas de nombres para podcasts, episodios seriados o canales de audio. | Generador de nombres para podcast"
"es/nombres-para-productos","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/nombres-para-productos","self canonical","PASS","https://taptogen.com/es/tools/nombres-para-productos/"
"es/nombres-para-productos","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/nombres-para-productos","language switch same tool","PASS","en:https://taptogen.com/tools/product-name-generator/ es:https://taptogen.com/es/tools/nombres-para-productos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-produit/ de:https://taptogen.com/de/tools/produktnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-produtos/ it:https://taptogen.com/it/tools/generatore-di-nomi-prodotto/ pl:https://taptogen.com/pl/tools/generator-nazw-produktow/ x-default:https://taptogen.com/tools/product-name-generator/"
"es/nombres-para-productos","no localhost/vercel host","PASS",""
"es/nombres-para-productos","title/description/h1 present","PASS","Nombres para productos gratis | Crea ideas de nombres para productos, colecciones, funciones o lanzamientos. | Generador de nombres para productos"
"es/nombres-para-proyectos","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"es/nombres-para-proyectos","self canonical","PASS","https://taptogen.com/es/tools/nombres-para-proyectos/"
"es/nombres-para-proyectos","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"es/nombres-para-proyectos","language switch same tool","PASS","en:https://taptogen.com/tools/project-name-generator/ es:https://taptogen.com/es/tools/nombres-para-proyectos/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-projet/ de:https://taptogen.com/de/tools/projektnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-projetos/ it:https://taptogen.com/it/tools/generatore-di-nomi-progetto/ pl:https://taptogen.com/pl/tools/generator-nazw-projektow/ x-default:https://taptogen.com/tools/project-name-generator/"
"es/nombres-para-proyectos","no localhost/vercel host","PASS",""
"es/nombres-para-proyectos","title/description/h1 present","PASS","Nombres para proyectos gratis | Encuentra nombres para proyectos internos, creativos, escolares o profesionales. | Generador de nombres para proyectos"
"es/texto-en-negrita","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
